feature_49,feature_47,feature_18,feature_44,feature_50,feature_2,feature_77,feature_62,feature_12,feature_71,feature_36,feature_9,feature_11,feature_27,feature_8,feature_19,target
0.320875114,1.815405652,1.153707595,0.151549681,0.936417502,0.409486641,1.144940747,0.306289881,0.315220654,0.132862352,0.750225158,0.248273792,0.255178625,0.255178625,4.364455119,0.44851396,c-SC-m
0.303970493,1.754610545,1.121399177,0.146452593,0.898242569,0.420928865,1.091343025,0.29941419,0.33186361,0.125189846,0.749265138,0.278365667,0.257789536,0.249853028,4.345091123,0.480011758,c-SC-m
0.308296943,1.741266376,1.320655967,0.147598253,0.954366812,0.475575715,1.104803493,0.3069869,0.399860433,0.125764192,0.892533147,0.300418702,0.329378925,0.301116539,5.250174459,0.523726448,c-SC-m
0.375770299,1.665808898,1.273772824,0.214803278,1.02681655,0.53355466,1.011715311,0.268300941,0.363172872,0.126565992,0.912852739,0.211761916,0.371591179,0.247095091,4.746502253,0.447830211,c-SC-m
0.376812585,1.615458276,1.310399033,0.216005472,1.113543092,0.539782346,1.009781122,0.280506156,0.370374849,0.126812585,0.883675937,0.225513906,0.376783555,0.243893591,4.770858525,0.446070133,c-SC-m
0.359336487,1.582972487,1.319730305,0.205182866,1.234228233,0.530754672,0.960229165,0.26873626,0.365862314,0.125574579,0.880884788,0.231724627,0.361249113,0.240951029,4.813697658,0.438372368,c-SC-m
0.363251258,1.608860648,1.240528379,0.2025417,0.943870797,0.510378865,1.183037684,0.281440297,0.356510379,0.135204307,0.83147046,0.209174046,0.360139353,0.266076354,4.541878357,0.451734649,c-SC-m
0.349528832,1.581914066,1.268324799,0.200397683,1.012016945,0.506949525,1.108152503,0.279847843,0.364155084,0.130111524,0.823847842,0.208339429,0.366349671,0.247256767,4.531236284,0.430577908,c-SC-m
0.340760824,1.551385241,1.209195081,0.193171228,1.065830721,0.474147568,1.066423791,0.267220198,0.345444382,0.128187749,0.826159866,0.201788709,0.338177753,0.233091112,4.286193404,0.403996646,c-SC-m
0.310972799,1.515214385,1.189067635,0.180152144,0.860073767,0.445251687,1.163785154,0.272475795,0.34734475,0.128169663,0.75177305,0.198235599,0.336446981,0.234388514,4.167099118,0.412558381,c-SC-m
0.302538303,1.502972788,1.209356516,0.177795564,0.892522296,0.460835275,1.16327464,0.269380288,0.352213658,0.124399726,0.774870048,0.208460298,0.310808389,0.244846747,4.302921671,0.415486646,c-SC-m
0.294391992,1.512228415,1.248952832,0.17472415,0.986349676,0.462939355,1.140143328,0.265726311,0.360043708,0.125241724,0.795847751,0.229284283,0.315789474,0.252595156,4.424330723,0.405754872,c-SC-m
0.338661763,1.669826001,1.165028355,0.183760079,0.884424954,0.40831758,1.331730089,0.282501061,0.325141777,0.12618475,0.692627599,0.179773157,0.315689981,0.217769376,3.442155009,0.445746692,c-SC-m
0.337231969,1.631300473,1.318162301,0.189223058,0.881230855,0.46157149,1.275132275,0.269980507,0.376771146,0.123781676,0.770717046,0.202662087,0.324602834,0.248604551,3.901889223,0.482825247,c-SC-m
0.312095775,1.632035228,1.295828066,0.181918261,0.832255401,0.444795617,1.261455897,0.27384065,0.330594185,0.122884271,0.714496418,0.198482933,0.313316477,0.251790982,3.821112516,0.450695322,c-SC-m
0.317691693,1.606230032,1.161388396,0.168929712,0.864616613,0.437800861,1.400758786,0.301118211,0.365087408,0.124001597,0.739295668,0.209019508,0.313655941,0.25335698,3.43628072,0.489485685,c-SC-m
0.311614173,1.624409449,1.307975113,0.167125984,0.840354331,0.498585973,1.362204724,0.288976378,0.374151584,0.126181102,0.864536199,0.231052036,0.370475113,0.280542986,3.947115385,0.541006787,c-SC-m
0.298197492,1.663009404,1.212370587,0.167123824,0.839733542,0.439076188,1.340517241,0.289184953,0.346960446,0.130681818,0.784974781,0.216617998,0.343243961,0.309795593,3.626227767,0.468277144,c-SC-m
0.428592058,1.661612515,2.590905038,0.190661853,2.264259928,0.814979938,1.399614922,0.316197353,0.382612572,0.121155235,0.799108337,0.265893892,0.914578689,0.26232724,4.163798484,0.475078021,c-CS-s
0.414417906,1.678407054,2.641958425,0.190930672,2.305363112,0.840444931,1.41097815,0.323191706,0.395058352,0.125333075,0.866794311,0.275984683,0.956236324,0.26622903,4.284555069,0.486779723,c-CS-s
0.361648795,1.578563803,2.747459954,0.184096922,2.347212552,0.88604119,1.332265701,0.304089495,0.405583524,0.118600009,0.909748284,0.28228833,0.974645309,0.280366133,4.497665904,0.51597254,c-CS-s
0.389429764,1.950056897,2.353765933,0.182766469,2.000885068,0.726998841,1.394424074,0.301997724,0.369524913,0.117713997,0.811819235,0.240208575,0.794090382,0.264426419,4.576825029,0.524449594,c-CS-s
0.368027383,2.005070994,2.38871689,0.181668357,2.022946247,0.730650155,1.366823022,0.326064909,0.370599702,0.124239351,0.809998853,0.238390093,0.800825593,0.260291251,4.548216948,0.514734549,c-CS-s
0.340109223,1.989199029,2.604021289,0.176395631,2.122876214,0.78048492,1.32032767,0.313956311,0.389000591,0.117050971,0.879479598,0.256061502,0.843287995,0.284092253,4.806978119,0.564754583,c-CS-s
0.347043926,2.169068204,2.548770689,0.1629552,1.736616889,0.606138518,1.387826391,0.274997817,0.356901816,0.1074142,0.768600354,0.224168408,0.637473887,0.259521131,4.127109111,0.541057368,c-CS-s
0.332110248,2.127911938,2.82532393,0.162300538,1.680604147,0.627357717,1.357283045,0.296356344,0.375266525,0.115453537,0.794653108,0.220272265,0.70608496,0.269640807,4.27554535,0.567820239,c-CS-s
0.294967031,2.151489859,3.061387146,0.156664719,1.877723062,0.683567916,1.261413905,0.295217428,0.410547736,0.105917703,0.877564863,0.238256741,0.715448533,0.287434289,4.481939969,0.606579617,c-CS-s
0.355078448,2.462309779,2.261989529,0.153828005,1.682670756,0.647748691,1.392473753,0.294915654,0.353298429,0.115017105,0.815706806,0.222827225,0.729424084,0.269319372,3.866806283,0.523141361,c-CS-s
0.328627632,2.451052997,2.472361809,0.156908123,1.679472344,0.637562814,1.347836149,0.320874798,0.369556114,0.110853969,0.831867672,0.225083752,0.72340871,0.27659129,3.907035176,0.540619765,c-CS-s
0.281025986,2.444780466,2.610069518,0.15109767,1.773297491,0.66231304,1.30577957,0.322692652,0.375816305,0.108086918,0.866441963,0.225405519,0.727617443,0.286707394,3.976195492,0.558247314,c-CS-s
0.341727152,2.619760036,2.404260915,0.159235669,1.498000296,0.550762756,1.29728929,0.302325581,0.362440821,0.104873352,0.789584429,0.238558653,0.629668595,0.2743293,3.678064177,0.531299316,c-CS-s
0.333187836,2.684853776,2.562351701,0.150880256,1.494834861,0.567888215,1.294922159,0.335661283,0.372528342,0.104612251,0.82863169,0.230951753,0.65357237,0.307672027,3.702082784,0.562878988,c-CS-s
0.292109364,2.668791614,2.543276662,0.154271143,1.641167304,0.560793405,1.202861595,0.30599235,0.377640392,0.100864145,0.921432251,0.212004122,0.639876352,0.285419887,3.687789799,0.586553323,c-CS-s
0.527747958,1.657269545,2.107544558,0.212322054,2.264550758,0.719069043,1.7368028,0.32042007,0.321681952,0.125227538,0.764059526,0.224173732,0.504758609,0.258089635,3.518428794,0.485897214,c-CS-s
0.512686894,1.679637656,2.350747566,0.223932207,2.365947499,0.723226704,1.843909804,0.352262212,0.328146732,0.132908002,0.779641864,0.238960362,0.521905424,0.262778164,3.541550765,0.494871349,c-CS-s
0.472581241,1.661973781,2.618828118,0.216072747,2.467549852,0.750731318,1.770310192,0.34961226,0.350146264,0.128738922,0.868185445,0.235971988,0.512188636,0.279319209,3.654995125,0.553940254,c-CS-s
0.480370774,1.974494123,2.084344446,0.199503211,1.959045196,0.589233125,1.763358779,0.32757785,0.30486512,0.127771719,0.733655319,0.194486983,0.430203793,0.255035929,3.230415832,0.49770291,c-CS-s
0.452820982,1.980847819,2.273050908,0.203598658,2.045623666,0.60674024,1.807502287,0.344983227,0.320161386,0.132967368,0.740358372,0.190577904,0.427791622,0.256437641,3.230805743,0.51323128,c-CS-s
0.409777055,1.897875058,2.521489971,0.191767301,2.179052485,0.63061127,1.707094752,0.325708314,0.320916905,0.12854157,0.810410697,0.194842407,0.436962751,0.272206304,3.271489971,0.55265043,c-CS-s
0.420793626,2.211763787,2.045369706,0.170129667,1.655600687,0.544867193,1.760818622,0.305577254,0.322613065,0.116388064,0.697918162,0.182770998,0.39971285,0.254271357,2.883417085,0.48241206,c-CS-s
0.399526645,2.062910368,2.271283635,0.170865781,1.78111162,0.574180268,1.733852497,0.323255459,0.310836642,0.121545274,0.731510072,0.206734304,0.419791207,0.258638436,2.959123658,0.520658727,c-CS-s
0.351051316,2.09241288,2.42327888,0.168872225,1.946184385,0.565781797,1.601308631,0.330833701,0.320303384,0.115791795,0.807176196,0.183634772,0.414089848,0.264294049,2.995186698,0.539964994,c-CS-s
0.436672226,2.086628078,2.082322675,0.154615913,1.927401158,0.489893422,1.793780045,0.274992642,0.299338479,0.10615128,0.660786476,0.177692025,0.427783903,0.257809629,2.499632488,0.469864021,c-CS-s
0.437123977,2.124963014,1.982566248,0.165499556,1.940132163,0.480299861,1.81605681,0.285432488,0.275104603,0.107801558,0.633368201,0.17346583,0.391562064,0.239714086,2.34832636,0.45223152,c-CS-s
0.424407115,2.10187747,1.982536765,0.163043478,1.878359684,0.512683824,1.771640316,0.294367589,0.285661765,0.102964427,0.671875,0.182904412,0.43125,0.256433824,2.547610294,0.481433824,c-CS-s
0.422121255,2.190117848,2.105383496,0.151355956,1.498367173,0.494907504,1.7320744,0.289365327,0.284764082,0.107056652,0.656828102,0.188526294,0.425067554,0.252961962,2.300561214,0.469341093,c-CS-s
0.411406736,2.111944523,2.20960334,0.152986131,1.548400793,0.482463466,1.743136145,0.29422587,0.294572025,0.099632041,0.66263048,0.183507307,0.427348643,0.255741127,2.34091858,0.505636743,c-CS-s
0.412141941,2.100185264,2.122905028,0.15547955,1.544677212,0.484998965,1.763146644,0.321504917,0.311607697,0.102180419,0.677426029,0.187875026,0.40306228,0.259673081,2.344506518,0.468032278,c-CS-s
0.487092964,2.07845453,2.242222893,0.179629942,2.111129858,0.659720125,1.604071762,0.311568528,0.191684285,0.119734548,0.653276956,0.196818685,0.572032619,0.213127957,2.851203061,0.368871439,c-CS-s
0.464563841,1.956188022,2.1893962,0.175303939,2.094234971,0.644086342,1.56109586,0.30539526,0.193574057,0.118886212,0.642295832,0.194469313,0.540535164,0.210882324,2.79528499,0.35849995,c-CS-s
0.459189996,2.001351884,2.32683027,0.177660114,2.06680561,0.686928843,1.522221596,0.307722638,0.205462573,0.116487354,0.688879762,0.203408974,0.559811069,0.222712804,2.920833761,0.378170243,c-CS-s
0.42553356,2.209325704,2.193745233,0.164166409,1.67174451,0.566742944,1.620553665,0.310624807,0.207602339,0.120012372,0.646834477,0.177218408,0.484235952,0.218154081,2.647342995,0.423213832,c-CS-s
0.434895436,2.166768432,2.141963238,0.163181194,1.724698519,0.574240647,1.520531217,0.299267287,0.221874593,0.115554877,0.663277278,0.184069874,0.487811237,0.22396037,2.756876548,0.442706296,c-CS-s
0.416283701,2.145220588,2.381645067,0.162300858,1.70557598,0.622586617,1.499770221,0.303002451,0.22295689,0.113893995,0.685665168,0.190822534,0.50899233,0.229436657,2.781539275,0.446971701,c-CS-s
0.397242351,2.540962158,2.240026161,0.156702899,1.473329308,0.571942446,1.514593398,0.312198068,0.05706344,0.117049114,0.65941792,0.185415304,0.467789405,0.062459124,2.477272727,0.107259647,c-CS-s
0.388560158,2.446942801,2.106818182,0.152465483,1.472189349,0.559090909,1.515384615,0.307790927,0.05211039,0.115483235,0.676136364,0.177597403,0.480357143,0.055844156,2.480357143,0.095941558,c-CS-s
0.368572563,2.467143141,2.175189547,0.149593012,1.511117729,0.53395709,1.421580306,0.328171531,0.055654138,0.113758189,0.66752702,0.180835619,0.464429747,0.04629779,2.488143249,0.09743507,c-CS-s
0.37908328,2.645190445,2.271779598,0.156617172,1.244932214,0.6591586,1.469076824,0.322788896,0.245160089,0.122659781,0.703834698,0.216120625,0.575577066,0.219843634,2.644080417,0.4091586,c-CS-s
0.362901188,2.606393733,2.416508898,0.148344706,1.272807683,0.633661492,1.395628001,0.327268132,0.248201439,0.115365176,0.736842105,0.21942446,0.606399091,0.251230594,2.717531238,0.410261265,c-CS-s
0.366177761,2.547950357,2.35097493,0.146671681,1.293343362,0.628040854,1.370690736,0.330324683,0.222098422,0.113827253,0.727948004,0.210213556,0.56545961,0.244382544,2.687836583,0.40724234,c-CS-s
0.340957015,2.730900243,2.351962194,0.133495539,1.03892944,0.687076228,1.3513382,0.339983779,0.081775221,0.113706407,0.722005342,0.228888432,0.58783645,0.066776248,2.632216971,0.161084857,c-CS-s
0.3578238,2.745233399,2.472462545,0.131985536,1.116863905,0.681367377,1.362426036,0.357166338,0.079341633,0.118836292,0.754378561,0.238657945,0.594851234,0.064570585,2.757965816,0.159949356,c-CS-s
0.347819037,2.689800551,2.512858347,0.126317496,1.124371656,0.712689713,1.340197827,0.335819685,0.083895447,0.113993838,0.765598651,0.248735245,0.630269815,0.065978078,2.725337268,0.159780776,c-CS-s
0.400284052,1.412654052,2.18930542,0.22343886,2.146057635,0.647760467,1.746002657,0.331928346,0.19222655,0.120263893,0.735556637,0.210564752,0.746186303,0.17461863,2.899545602,0.271015904,c-CS-s
0.394858333,1.315922875,2.399344799,0.221372318,2.376120214,0.658394758,1.789942971,0.32705712,0.174447174,0.124920793,0.753562654,0.212285012,0.724897625,0.179443079,2.918509419,0.275921376,c-CS-s
0.387586806,1.265494792,2.21111288,0.206163194,2.402647569,0.634532718,1.689105903,0.30234375,0.174176087,0.115538194,0.732367457,0.199251712,0.744785862,0.176245821,2.866263334,0.26619965,c-CS-s
0.348342594,1.64974133,2.152380952,0.196908731,1.893657789,0.542124542,1.842434694,0.299929744,0.219675563,0.118988312,0.688435374,0.18859236,0.531135531,0.193406593,3.43192046,0.326739927,c-CS-s
0.347252339,1.624062945,2.135755455,0.191871631,1.941081717,0.542301359,1.810544576,0.294839229,0.227254014,0.116597485,0.689481268,0.187628654,0.52562783,0.195450803,3.44195142,0.321634417,c-CS-s
0.35468731,1.58618798,2.15601737,0.186517128,1.985432159,0.543010753,1.741375107,0.295196879,0.213192721,0.114104596,0.695512821,0.180727874,0.529776675,0.191170389,3.479942101,0.318134822,c-CS-s
0.305562303,1.895635981,2.104706032,0.17860902,1.583110679,0.455554139,1.760424257,0.28378269,0.246524678,0.115942029,0.663563321,0.166687922,0.426476215,0.18352251,3.324575947,0.345364112,c-CS-s
0.314795634,1.854991634,2.081468444,0.179029559,1.652298622,0.472592406,1.838180225,0.292566329,0.224666834,0.10286033,0.655016344,0.159039477,0.4204174,0.190595927,3.25257732,0.359567513,c-CS-s
0.30682874,1.808996593,2.140986908,0.171337876,1.720733973,0.462613293,1.716630536,0.297150821,0.227467271,0.115438216,0.662260826,0.15835851,0.420317221,0.189325277,3.346676737,0.359642497,c-CS-s
0.290601731,1.895954921,2.029433849,0.173878044,1.359730328,0.440006007,1.683336687,0.282149326,0.233668719,0.112497484,0.633578615,0.148670972,0.445562397,0.177053612,2.71842619,0.309055414,c-CS-s
0.299513973,1.922438234,2.048851012,0.173754557,1.425070879,0.449398874,1.604394492,0.280579182,0.218840359,0.112697448,0.642063613,0.147618323,0.446050829,0.205752549,2.731243342,0.3267387,c-CS-s
0.307561682,1.887024273,2.109937519,0.16561782,1.505943462,0.442576614,1.585256218,0.290480471,0.205444808,0.116771551,0.620797382,0.147872657,0.440642666,0.169889914,2.687146683,0.313894674,c-CS-s
0.280645161,1.962158809,2.168552036,0.151116625,1.135359801,0.391402715,1.503349876,0.29057072,0.192684766,0.101240695,0.624434389,0.136877828,0.38178733,0.16214178,2.45852187,0.31372549,c-CS-s
0.281087613,1.905619335,2.077238806,0.146827795,1.194924471,0.395522388,1.42223565,0.289909366,0.18358209,0.099818731,0.630223881,0.136380597,0.389365672,0.153731343,2.266977612,0.337126866,c-CS-s
0.279975728,1.829854369,2.014198783,0.143325243,1.235315534,0.390374332,1.410194175,0.294174757,0.178683386,0.107281553,0.615710861,0.153605016,0.37470035,0.186981376,2.256131293,0.29964964,c-CS-s
0.442373631,1.335637651,2.150912895,0.230284261,1.364616746,2.48868391,2.009125097,0.278121889,0.307626474,0.114036058,0.772251807,0.236021301,3.289273488,0.300494485,3.153290224,0.463769494,c-CS-s
0.441270015,1.246216275,2.101155802,0.226420268,1.206953279,2.519463708,2.038111428,0.272044308,0.29579288,0.110111867,0.747850208,0.234304207,2.727508091,0.283217753,3.022098937,0.457050393,c-CS-s
0.450490683,1.243907818,2.262660865,0.233046642,1.216175984,2.539024164,2.051218436,0.294409527,0.296454032,0.112801852,0.759466716,0.243125637,2.91639663,0.284695861,3.019442644,0.464494028,c-CS-s
0.388231124,1.458986175,2.013999009,0.206026232,1.232754342,1.913652131,1.9707905,0.267281106,0.305252725,0.109252038,0.732160555,0.208870168,2.806863231,0.298934589,3.133052527,0.50024777,c-CS-s
0.375342861,1.45185506,1.958638053,0.208315288,1.151436408,2.003237022,2.074491122,0.257182041,0.289893298,0.107044897,0.695839827,0.217360029,2.681932622,0.278623666,3.14878312,0.488070975,c-CS-s
0.372940341,1.418110795,1.995173632,0.204261364,1.125071023,2.072160094,2.028409091,0.275497159,0.282048264,0.108948864,0.700412007,0.217775162,2.33184226,0.273337257,3.075691583,0.483931725,c-CS-s
0.343160048,1.598158653,1.785873016,0.180321771,1.090300381,1.635396825,1.996931089,0.258346508,0.292698413,0.104807961,0.667936508,0.195396825,2.487777778,0.286825397,2.756666667,0.499047619,c-CS-s
0.349929808,1.595975667,1.789906832,0.182873187,0.995694899,1.699689441,1.963313056,0.264295742,0.277018634,0.101731399,0.646118012,0.195652174,2.467236025,0.262888199,2.754968944,0.489440994,c-CS-s
0.342367514,1.580236565,1.729663696,0.178541492,0.981559095,1.498850244,2.027102543,0.272795008,0.256108077,0.105150414,0.6063524,0.186404139,2.331848232,0.246910032,2.516096579,0.457171601,c-CS-s
0.276331425,1.477476504,2.158092848,0.177055201,1.013503295,1.997281472,1.558172194,0.227071405,0.313885404,0.090310036,0.706398996,0.210790464,2.570054371,0.290046006,2.852990381,0.535968214,c-CS-s
0.316689008,1.543677391,2.115200955,0.1737042,1.128686327,1.615996817,1.672922252,0.244414656,0.295065659,0.095174263,0.647831277,0.206526064,2.533824115,0.285316355,2.633306805,0.506963788,c-CS-s
0.338722624,1.578832703,2.173594616,0.17211329,1.007338608,1.954473476,1.742002064,0.235294118,0.296516231,0.095172572,0.639350752,0.211599367,2.441607284,0.288400633,2.62925574,0.516231196,c-CS-s
0.279805711,1.551221666,2.156191545,0.163232264,1.039593759,2.419004863,1.52708272,0.244627613,0.300785634,0.094053577,0.72409278,0.226056865,3.566685372,0.279461279,2.104470632,0.401421624,c-CS-s
0.305625277,1.612579359,2.236854527,0.156503765,1.052856932,2.602662135,1.665583936,0.255130666,0.305390352,0.099512771,0.711696403,0.221939016,0.687529501,0.278768998,2.105446993,0.408005287,c-CS-s
0.332969602,1.750428683,2.270257742,0.166173032,1.009664848,2.580103838,1.77817615,0.284333593,0.293992212,0.105533905,0.70072316,0.219543853,3.064528092,0.27322455,2.099017245,0.403393288,c-CS-s
0.356971754,0.636889909,2.167838788,0.269288352,1.581295538,1.079118204,1.363659048,0.249925142,0.396267244,0.114083242,1.078036246,0.263727346,1.240059508,0.310927779,2.877332973,0.436840682,c-CS-s
0.433725769,0.617324673,1.449309852,0.252410433,1.356033695,0.762113279,1.294631077,0.248401502,0.278248453,0.116867959,0.740504522,0.182674917,0.846549262,0.208376963,1.988481675,0.311470728,c-CS-s
0.490940693,0.643948172,1.76906268,0.250553039,1.380174866,0.902702703,1.531549563,0.264563362,0.353421507,0.117296956,0.902242668,0.216676251,1.038182864,0.250373778,2.424841863,0.397699827,c-CS-s
0.328921633,0.686856174,2.022277639,0.238427435,1.479462772,0.91837074,1.27793715,0.227800235,0.380216126,0.108684313,0.98886118,0.230091438,1.026101413,0.295428096,3.079467997,0.44472153,c-CS-s
0.401870399,0.681435299,1.383778437,0.23532533,1.222192744,0.678288823,1.348345162,0.234131459,0.275346192,0.109305565,0.716369931,0.170128586,0.764713155,0.215751731,2.303165183,0.337908012,c-CS-s
0.446060771,0.680375229,1.709835064,0.230439807,1.207259874,0.852015883,1.42505608,0.247773775,0.346670739,0.107402624,0.879047037,0.209224191,0.950061087,0.263133781,2.795204643,0.440592547,c-CS-s
0.300008004,0.682622268,1.830394294,0.2335708,1.432802369,0.803843868,1.205555111,0.230849276,0.345155538,0.116064996,0.941351298,0.208044383,0.884089558,0.274420448,2.740439865,0.437883891,c-CS-s
0.359520531,0.67214708,1.129278058,0.214951,1.158662023,0.51130053,1.279744067,0.24831943,0.221361229,0.11411679,0.590985406,0.132765078,0.581170089,0.177321452,1.829006845,0.295621852,c-CS-s
0.412776413,0.680589681,1.550235764,0.209336609,1.205814906,0.707834603,1.335708436,0.234070434,0.321363801,0.10958231,0.829343489,0.186797243,0.808668843,0.245919478,2.514145811,0.422560754,c-CS-s
0.267398568,0.687159905,1.554635381,0.216133652,1.263866348,0.676098459,1.026348449,0.21575179,0.313549574,0.09947494,0.868184955,0.187025535,0.732919255,0.246836899,2.261329653,0.445364619,c-CS-s
0.338175871,0.642005003,0.903061224,0.191167982,1.025784106,0.398809524,1.082836252,0.22695786,0.210884354,0.097844911,0.530753968,0.112811791,0.445011338,0.156037415,1.369897959,0.254109977,c-CS-s
0.389028182,0.667836727,1.314378378,0.188045331,0.983752883,0.598702703,1.148931903,0.246013439,0.292540541,0.10580684,0.799783784,0.174702703,0.666810811,0.231783784,2.119567568,0.419675676,c-CS-s
0.245157936,0.669309762,1.48056443,0.196022358,1.204081633,0.574813632,1.004549591,0.242168205,0.310436635,0.101260887,0.865814696,0.180244941,0.687699681,0.268903088,1.865814696,0.412673056,c-CS-s
0.320115168,0.648606203,1.154511195,0.173668368,0.949613925,0.491465307,1.069362649,0.241460542,0.228774108,0.093705012,0.725559743,0.147639104,0.566614941,0.193748614,1.527155841,0.328530259,c-CS-s
0.371773974,0.634474328,1.367951744,0.179706601,0.963732681,0.569367952,1.083537082,0.240695463,0.281667978,0.102010323,0.841070024,0.190138998,0.650931025,0.230789405,1.829530553,0.404143719,c-CS-s
0.739386842,1.245095989,2.386423492,0.316575348,1.240746163,0.867263629,2.077083943,0.351750387,0.377469055,0.138608892,0.875691335,0.29483803,0.884777456,0.29213853,2.522978667,0.430998156,c-CS-s
0.715670967,1.234653628,2.284205895,0.30647547,1.128276769,0.831311671,1.963431671,0.344071,0.358054176,0.140972964,0.819118849,0.293947583,0.881779901,0.281189114,2.352209163,0.415373012,c-CS-s
0.728735539,1.305401662,2.24364228,0.305279453,1.165186573,0.791249849,2.024808538,0.358970181,0.338074003,0.133737983,0.784138845,0.305773171,0.831264312,0.26865132,2.248282512,0.388393395,c-CS-s
0.608891922,1.651199412,2.23271794,0.280982626,1.247021154,0.640036427,2.068762795,0.325757178,0.3307393,0.13374626,0.793608742,0.227253912,0.681182217,0.251428098,2.901564699,0.476695091,c-CS-s
0.599327457,1.560605289,2.085920402,0.269170021,1.074030672,0.642376591,2.115555103,0.34478015,0.329010294,0.132827228,0.749777093,0.239685499,0.650563346,0.248115425,2.844289536,0.459998379,c-CS-s
0.613087484,1.586130875,2.033799705,0.266459565,1.015582724,0.574079529,2.01583325,0.322176571,0.295360825,0.126766209,0.686597938,0.212665685,0.594992636,0.222164948,2.576362297,0.410456554,c-CS-s
0.48685609,2.070927514,2.059013743,0.238007511,1.110465528,0.558407437,2.103875859,0.303053922,0.322049313,0.125203713,0.714329022,0.199676637,0.550727567,0.232518189,2.74242118,0.473423605,c-CS-s
0.484571745,1.96706794,2.09967593,0.229970942,1.02269268,0.542472749,2.129791061,0.307596513,0.296965531,0.121627231,0.698517136,0.19660218,0.528822547,0.224688206,2.644505548,0.45713444,c-CS-s
0.492154741,1.925605302,2.173823529,0.224536724,0.950290816,0.536568627,2.067361017,0.303192209,0.295392157,0.119099148,0.696666667,0.19754902,0.54,0.227254902,2.623333333,0.45372549,c-CS-s
0.407393749,2.096985342,1.931094745,0.209551028,0.950032267,0.478092623,2.059279063,0.272241173,0.283984521,0.115700194,0.664086881,0.19423293,0.501685183,0.22394208,2.369991262,0.492323056,c-CS-s
0.418297679,2.096131088,1.805331754,0.206918525,0.904233045,0.465047393,1.94583523,0.27419208,0.288981043,0.111242604,0.623933649,0.175,0.468009479,0.227962085,2.252132701,0.422511848,c-CS-s
0.420449458,2.058823529,1.829108749,0.200196974,0.858447489,0.457540007,1.887545886,0.28355269,0.264805513,0.112722715,0.608573765,0.167270179,0.483237939,0.206868357,2.192033641,0.420394814,c-CS-s
0.372151322,2.132292616,2.311557031,0.195761167,0.862579763,0.46907061,1.901663628,0.265838651,0.276704888,0.110186873,0.675015088,0.173657212,0.532136391,0.218467109,1.997585999,0.44055522,c-CS-s
0.396518154,2.143397091,1.972738711,0.194593975,0.918680564,0.428771145,1.903447486,0.286336044,0.269677059,0.108807697,0.607717042,0.160492101,0.473507619,0.218090312,1.840626311,0.398014819,c-CS-s
0.368916972,2.130584192,2.181557847,0.168495732,0.854783283,0.448453608,1.896020397,0.277463696,0.255154639,0.105531538,0.607245132,0.164805269,0.510452463,0.204753723,1.855097365,0.40965063,c-CS-s
0.710665211,2.097097097,2.360343184,0.241605242,1.16957867,0.774149984,1.691236691,0.306579307,0.30815062,0.12016562,0.811089927,0.242373689,0.661026374,0.271687321,3.214728313,0.532094058,c-CS-s
0.745820476,2.059918021,2.265012952,0.244738175,1.179155345,0.807284716,1.756827707,0.313636992,0.304497998,0.125362686,0.788130936,0.249391632,0.670146793,0.261166497,3.136823927,0.520449015,c-CS-s
0.729088169,2.128720799,2.300842171,0.252025245,1.109457423,0.810823456,1.802844763,0.332799548,0.321272614,0.116239638,0.804585153,0.256316282,0.663131628,0.263022458,3.166172801,0.524875234,c-CS-s
0.613839423,2.285291762,2.075089749,0.217819952,1.153921991,0.680394894,1.864933144,0.292254606,0.291184683,0.112083308,0.724371759,0.200438771,0.563023534,0.231352214,2.954527323,0.526924611,c-CS-s
0.613284635,2.312306549,1.995415976,0.219821716,1.067970781,0.654150005,1.896805745,0.295716231,0.267726519,0.114770336,0.694138301,0.205208232,0.52589486,0.229201209,2.878279528,0.508143958,c-CS-s
0.617159652,2.342442624,2.055753262,0.221374523,1.086236008,0.659450376,1.856356701,0.294228003,0.274713325,0.111437684,0.724594701,0.218663503,0.542111507,0.234381178,2.949485963,0.514827995,c-CS-s
0.545988561,2.218503633,2.18375266,0.193615706,1.070876488,0.585179622,1.805765961,0.28342866,0.269370384,0.111377338,0.691200401,0.194642634,0.485041933,0.219426712,2.671423207,0.530980098,c-CS-s
0.562924901,2.231778656,2.101021287,0.193992095,1.097865613,0.595668758,1.842608696,0.288537549,0.2577827,0.117786561,0.669127599,0.181616833,0.468807678,0.21976129,2.651531931,0.511258767,c-CS-s
0.545352294,2.271953081,2.027179796,0.198843095,1.045392464,0.5884546,1.888487186,0.284164859,0.26193626,0.107013738,0.670354781,0.178592904,0.463619964,0.213710162,2.611665664,0.503307276,c-CS-s
0.497163189,2.196845851,2.038916023,0.181844408,1.030868353,0.548290531,1.683623425,0.276853544,0.257602017,0.107125685,0.67527966,0.168898692,0.434063337,0.215692453,2.292106507,0.512998267,c-CS-s
0.483194512,2.191180794,1.859705612,0.185595296,0.989024988,0.49616682,1.691229789,0.27633513,0.243943576,0.107986281,0.6533272,0.164520086,0.410303588,0.206071757,2.179852806,0.497393438,c-CS-s
0.51124453,2.26121909,1.82888259,0.186933957,0.939554289,0.503505893,1.735219294,0.277704284,0.236162912,0.107459041,0.628822915,0.161271073,0.421900642,0.206474713,2.131433686,0.489183947,c-CS-s
