feature_40,feature_41,feature_33,feature_64,feature_61,feature_31,feature_36,feature_44,feature_77,feature_11,feature_2,feature_73,feature_65,feature_66,feature_71,feature_5,feature_28,feature_20,feature_53,feature_54,feature_35,feature_1,feature_15,feature_7,target
0.398924731,0.41827957,0.710035842,2.464646465,0.732811991,0.392473118,0.91218638,0.134897361,1.170413816,0.369175627,0.370967742,0.551645487,0.235255784,1.715868361,0.128054741,2.979569892,0.305376344,0.620430108,0.155751059,0.128054741,0.519713262,0.25483871,0.804301075,0.274193548,c-SC-m
0.357435198,0.400409277,0.68212824,2.553057851,0.84231405,0.363915416,0.89324693,0.148099174,1.196363636,0.350272851,0.384379263,0.55768595,0.236694215,1.732892562,0.129586777,2.663710778,0.301159618,0.633015007,0.168595041,0.129586777,0.530354707,0.229536153,0.728854025,0.247612551,c-SC-m
0.361239758,0.36800855,0.68792305,2.528807947,0.889735099,0.372283577,0.916993231,0.156291391,1.263245033,0.37121482,0.389739936,0.541059603,0.257615894,1.709602649,0.131456954,2.838617741,0.369433559,0.664766655,0.152980132,0.131456954,0.595653723,0.230495191,0.773067332,0.255789099,c-SC-m
0.394395754,0.366004197,0.719664239,2.443073943,0.501259283,0.462288606,1.007653376,0.187665483,0.957378108,0.431428219,0.572398469,0.475944462,0.143752018,1.373587343,0.125605425,5.347734848,0.287989137,0.76595482,0.189150791,0.125605425,0.513763733,0.34637699,1.042834218,0.185038884,c-SC-m
0.346210159,0.322333596,0.654465593,2.503295825,0.548971303,0.414235837,0.882869693,0.189093815,0.980757707,0.399707174,0.528212637,0.515280645,0.153538851,1.362341035,0.12663959,4.787250817,0.258249803,0.687239554,0.194553565,0.12663959,0.465930848,0.31816646,0.915080527,0.16567181,c-SC-m
0.344379243,0.321021747,0.695777241,2.523742643,0.576845907,0.422621102,0.909216431,0.191278759,1.065877475,0.39512139,0.55908411,0.487225789,0.151417871,1.358212948,0.125601926,4.811414107,0.259118628,0.710965366,0.185861423,0.125601926,0.445978599,0.325509147,0.905074215,0.167184444,c-SC-m
0.367090457,0.345170247,0.628233231,2.477649422,0.516239746,0.426859565,0.887622388,0.174116859,0.977482002,0.392517902,0.503141897,0.483257994,0.156788883,1.38104805,0.127825213,4.289785182,0.255151249,0.677480637,0.189938055,0.127825213,0.501972819,0.314043548,0.912903697,0.182083881,c-SC-m
0.329933848,0.321802646,0.59536935,2.5037181,0.555010985,0.391262404,0.819873208,0.166131486,0.996028393,0.3896086,0.480016538,0.490113233,0.167061011,1.402146358,0.124387358,4.066289967,0.241041896,0.623346196,0.190045631,0.124387358,0.456036384,0.289415656,0.818357222,0.173511577,c-SC-m
0.350013862,0.315359024,0.60049903,2.583477061,0.596498793,0.394649293,0.813141114,0.176267679,1.104691273,0.372331577,0.492653174,0.492928596,0.167212832,1.39625733,0.126077958,3.923343499,0.249514832,0.646382035,0.190496723,0.126077958,0.444690879,0.29914056,0.844330469,0.171333518,c-SC-m
0.37067938,0.3379874,0.613996254,2.409866755,0.512939104,0.409160565,0.848288779,0.154718643,0.99922916,0.385663204,0.478631023,0.462063649,0.156480564,1.386961788,0.123554675,3.907713264,0.258130427,0.616890856,0.175971809,0.123554675,0.509279755,0.291162949,0.81593734,0.188149157,c-SC-m
0.3264166,0.331683958,0.571109338,2.459314656,0.565130037,0.383080607,0.790582602,0.156937158,1.033374261,0.34924182,0.457781325,0.492242438,0.169885032,1.415671392,0.121107266,3.516679968,0.229848364,0.583878691,0.181046992,0.121107266,0.461452514,0.280446927,0.778292099,0.171588188,c-SC-m
0.330573145,0.318882936,0.573469719,2.499150719,0.609670479,0.393083293,0.783081669,0.161589854,1.093760616,0.357363208,0.471667478,0.496999207,0.175178349,1.350809648,0.122183218,3.715213509,0.23948693,0.576717,0.177103386,0.122183218,0.445202143,0.273096282,0.804676084,0.180061698,c-SC-m
0.35902067,0.339554485,0.547862733,2.413888889,0.539861111,0.391330524,0.809753161,0.158055556,1.020138889,0.380493679,0.441501104,0.454027778,0.177777778,1.415555556,0.122083333,3.307846679,0.235199679,0.567930965,0.182777778,0.122083333,0.513947421,0.280754566,0.770820791,0.195865944,c-SC-m
0.34867664,0.335059455,0.522056003,2.459087719,0.623017544,0.379363253,0.73782125,0.153122807,1.070175439,0.370924434,0.42654392,0.503017544,0.189614035,1.421192982,0.12322807,3.094744918,0.24357499,0.529535865,0.183017544,0.12322807,0.48849252,0.272919064,0.730724971,0.178174147,c-SC-m
0.318897638,0.319272591,0.504874391,2.434949524,0.62235177,0.368391451,0.717472816,0.15313522,1.109910422,0.343457068,0.425384327,0.4773212,0.208730272,1.365846723,0.128394711,2.989876265,0.226471691,0.522872141,0.171761695,0.128394711,0.454068241,0.258342707,0.721409824,0.176040495,c-SC-m
0.369617804,0.381228834,0.53217223,2.312968917,0.58270811,0.406386067,0.858490566,0.151304037,1.030546624,0.349782293,0.429608128,0.487852805,0.194355127,1.372811718,0.1257592,2.996371553,0.253991292,0.597484277,0.178099321,0.1257592,0.599419448,0.268021287,0.747701984,0.198355104,c-SC-m
0.337569316,0.350970425,0.515480591,2.357851091,0.659816117,0.382393715,0.771950092,0.137191275,1.049936903,0.347735675,0.400878004,0.508202632,0.201730665,1.378042185,0.129439337,2.842652495,0.253003697,0.572550832,0.18081846,0.129439337,0.523567468,0.256469501,0.715110906,0.190850277,c-SC-m
0.326310861,0.343164794,0.507724719,2.371480804,0.627605119,0.384129213,0.787453184,0.147897623,1.135283364,0.341994382,0.424859551,0.48190128,0.21535649,1.361060329,0.126142596,2.769662921,0.252106742,0.559222846,0.168921389,0.126142596,0.505383895,0.254681648,0.726357678,0.195224719,c-SC-m
0.387749872,0.393259867,0.473347002,2.214578556,0.401709402,0.355074321,0.885443362,0.200472518,0.643388229,0.378908252,0.455791902,0.439232854,0.179348204,1.553748871,0.125773053,5.070989236,0.239620707,0.682726807,0.217913974,0.125773053,0.481804203,0.300871348,0.881214762,0.165299846,c-SC-m
0.399946135,0.389981147,0.4932669,2.171136475,0.396820951,0.363452734,0.959466738,0.186331489,0.701771585,0.381228117,0.463237274,0.452769414,0.154961137,1.400812268,0.120299699,5.093994075,0.241314301,0.705090224,0.213990617,0.120299699,0.515351468,0.306760032,0.934419607,0.17250202,c-SC-m
0.382911807,0.406237715,0.478181103,2.217587293,0.42909273,0.353426812,0.903682348,0.182455638,0.752790498,0.38330494,0.439260909,0.493202633,0.172223812,1.352676016,0.129436176,4.755864238,0.239811296,0.69728738,0.200486548,0.129436176,0.487354213,0.29681562,0.888481195,0.162757175,c-SC-m
0.42626498,0.418774967,0.48701731,2.1651057,0.446793328,0.360352863,0.853362184,0.194184283,0.714387655,0.382323569,0.44241012,0.438854696,0.161270181,1.463919365,0.12594773,4.689081225,0.241011984,0.66361518,0.220140933,0.12594773,0.53828229,0.316411451,0.856857523,0.176930759,c-SC-m
0.389516635,0.376490898,0.45433145,2.19512417,0.430455745,0.331607031,0.798493409,0.174838534,0.627581188,0.351537979,0.400973007,0.422814518,0.163558628,1.360502138,0.137633039,4.076428123,0.221908349,0.599026993,0.211862094,0.137633039,0.509887006,0.281230383,0.797865662,0.161016949,c-SC-m
0.381621447,0.372900517,0.455103359,2.219374259,0.445680927,0.342054264,0.810562016,0.170391316,0.802243911,0.359334625,0.410368217,0.469214631,0.151692055,1.264617349,0.120496215,4.060077519,0.227228682,0.622416021,0.201222293,0.120496215,0.498062016,0.279877261,0.830749354,0.18620801,c-SC-m
0.410756041,0.400623539,0.446024942,2.128821752,0.46429003,0.340802806,0.801636789,0.178126888,0.720483384,0.350545596,0.402572097,0.415951662,0.167975831,1.505861027,0.128096677,3.812548714,0.216874513,0.608534684,0.205679758,0.128096677,0.526890101,0.283125487,0.769485581,0.176734217,c-SC-m
0.392242232,0.399762517,0.454977241,2.082964204,0.444032084,0.367108648,0.812784484,0.160900275,0.756734108,0.346131011,0.390856917,0.423680115,0.162696037,1.345863762,0.121513229,3.583415793,0.227191767,0.603601821,0.199209865,0.121513229,0.533346527,0.272907184,0.803878884,0.178507817,c-SC-m
0.373809986,0.391101613,0.429764912,2.151763148,0.466361776,0.340198174,0.819700797,0.1560958,0.801179444,0.354769769,0.39421022,0.461186665,0.173426405,1.27259598,0.11987002,3.634350107,0.229454051,0.56440645,0.19159947,0.11987002,0.527686031,0.248882844,0.782203225,0.166116184,c-SC-m
0.399307059,0.40428757,0.407319186,2.042297885,0.501724914,0.313122564,0.777392811,0.185690715,0.643317834,0.319402339,0.35339974,0.380230988,0.175491225,1.500824959,0.121493925,3.228886964,0.214378519,0.483542659,0.187640618,0.121493925,0.534647033,0.262234734,0.688609788,0.162407969,c-SC-m
0.398959041,0.412763069,0.446028513,2.004740741,0.481185185,0.331070378,0.810364336,0.155555556,0.752740741,0.333333333,0.377460964,0.370518519,0.190814815,1.331407407,0.126666667,3.236705137,0.216338538,0.565512559,0.180296296,0.126666667,0.600814664,0.265670966,0.744964924,0.178773478,c-SC-m
0.375975039,0.386895476,0.419879652,2.042305973,0.494115895,0.330733229,0.805215066,0.148666766,0.778489498,0.315132605,0.352574103,0.397288843,0.19320721,1.294503203,0.142410249,3.084689102,0.216848674,0.533541342,0.177119023,0.142410249,0.526409628,0.246712726,0.751058614,0.170269668,c-SC-m
0.424181505,0.44342332,0.39603676,1.9552355,0.554301285,0.317346353,0.800402068,0.173803036,0.69015181,0.303848363,0.333141872,0.409108603,0.204165045,1.47878552,0.12748151,2.613440551,0.215393452,0.512349225,0.179057999,0.12748151,0.585582998,0.290637565,0.6447444,0.180068926,c-SC-m
0.390993959,0.438220758,0.39785832,1.962526977,0.52579949,0.321252059,0.815485997,0.149892093,0.775358054,0.319055464,0.305052169,0.460270747,0.224641946,1.334118109,0.145772023,2.396485448,0.200988468,0.489840747,0.176378262,0.145772023,0.626853377,0.217462932,0.613399231,0.170236134,c-SC-m
0.411924939,0.437953995,0.430387409,2.020558882,0.526946108,0.358353511,0.895581114,0.136526946,0.806986028,0.295096852,0.338680387,0.449500998,0.229540918,1.321556886,0.128942116,2.692191283,0.252118644,0.577784504,0.182235529,0.128942116,0.630750605,0.237590799,0.6937046,0.175847458,c-SC-m
0.319921105,0.297961867,0.63339908,2.101312409,0.541976252,0.429191321,0.872583826,0.165613499,1.026248177,0.385798817,0.602629849,0.401985973,0.156586348,1.212624123,0.123394209,3.650887574,0.268639053,0.746219592,0.178112631,0.123394209,0.483629191,0.380144642,0.840631164,0.161078238,c-SC-m
0.338407033,0.30087915,0.673008791,2.111586502,0.559243668,0.424091327,0.917333683,0.169898558,0.991166931,0.376590999,0.597821808,0.392933545,0.17065765,1.242426334,0.127389414,3.711192757,0.261907886,0.726413856,0.18487337,0.127389414,0.489437082,0.371998425,0.832043039,0.160083978,c-SC-m
0.310314242,0.290420679,0.620501774,2.085229225,0.566774349,0.419285352,0.866447035,0.165853323,0.995876005,0.364546376,0.582108464,0.390267372,0.153962472,1.280912778,0.12598804,3.606436898,0.280283832,0.677521541,0.180768438,0.12598804,0.456791688,0.35694374,0.799543842,0.157121135,c-SC-m
0.315620485,0.30052978,0.568148981,2.002708315,0.558544732,0.422379194,0.8195537,0.148957299,0.991694502,0.361855836,0.558195537,0.375191839,0.149950348,1.121513045,0.114651982,3.186546797,0.250120405,0.668646653,0.166561343,0.114651982,0.507144004,0.353026168,0.780382084,0.168084765,c-SC-m
0.317508364,0.298231639,0.61908555,1.985354163,0.592934493,0.413414051,0.802453401,0.145038168,0.987040653,0.358929425,0.551537359,0.376797444,0.158441328,1.161370495,0.118941949,3.318623546,0.240879401,0.653815517,0.178235399,0.118941949,0.519515692,0.353194201,0.774892465,0.161860762,c-SC-m
0.307800531,0.312802876,0.566671877,1.967615658,0.562099644,0.40503361,0.785993434,0.147064057,0.983807829,0.347506644,0.54244177,0.383896797,0.15133452,1.152580071,0.119128114,3.183992496,0.237455057,0.649835861,0.168950178,0.119128114,0.480694075,0.337189307,0.728935438,0.156323277,c-SC-m
0.307310555,0.299293758,0.521282688,1.907224771,0.556766055,0.396258828,0.754724184,0.133600917,0.961697248,0.342622638,0.508493987,0.36146789,0.152752294,1.122018349,0.113990826,3.008016797,0.244130559,0.642298149,0.163417431,0.113990826,0.502004199,0.336896354,0.718648597,0.16682573,c-SC-m
0.309186946,0.305414073,0.520467836,1.897115168,0.577417174,0.391058291,0.747594793,0.133761551,0.941852603,0.34295416,0.504621769,0.347532116,0.160581474,1.133310796,0.11933739,2.894736842,0.232031692,0.653838898,0.165314402,0.11933739,0.540464063,0.321071496,0.704961328,0.166006414,c-SC-m
0.319182084,0.320934761,0.55248296,1.949463838,0.569472964,0.413242454,0.7781889,0.142710472,0.974218572,0.350730282,0.532229796,0.38329911,0.169746749,1.132329455,0.119780972,3.083349562,0.245374878,0.663485881,0.162445813,0.119780972,0.524634859,0.342356378,0.736514119,0.172151899,c-SC-m
0.340965655,0.348183176,0.552513688,1.935256121,0.603274748,0.411149826,0.822050772,0.130839718,0.95253117,0.355151817,0.510950722,0.366080817,0.181312904,1.138350608,0.123178609,2.783723245,0.245644599,0.658038825,0.150818687,0.123178609,0.603534097,0.346938776,0.714036834,0.183175709,c-SC-m
0.335799523,0.341527446,0.5424821,1.910132159,0.598091043,0.403579952,0.77875895,0.131277533,0.939353891,0.36849642,0.484486874,0.385315712,0.182966226,1.136417034,0.131571219,2.681861575,0.234606205,0.600954654,0.153597651,0.131571219,0.600238663,0.345346062,0.688782816,0.183770883,c-SC-m
0.316432358,0.3247292,0.509794884,1.949721511,0.614933012,0.391334409,0.777137589,0.134276682,0.970344724,0.320811247,0.477068449,0.369411411,0.198855939,1.187415324,0.130362788,2.529154183,0.277022355,0.602903895,0.150835466,0.130362788,0.551740032,0.311823001,0.684028578,0.194053929,c-SC-m
0.379677419,0.403548387,0.543225806,1.847679773,0.615302869,0.429354839,0.904193548,0.118490967,0.890187744,0.364516129,0.494193548,0.325008856,0.173928445,1.076691463,0.117428268,2.633870968,0.25483871,0.651935484,0.145235565,0.117428268,0.721935484,0.321612903,0.742258065,0.197741935,c-SC-m
0.378278309,0.394014193,0.527614934,1.80807206,0.602286506,0.410058624,0.873495835,0.120907674,0.889485536,0.342486887,0.480407282,0.326866447,0.195738784,1.114498528,0.123852416,2.545819192,0.23881518,0.684048133,0.149662221,0.123852416,0.705337859,0.317186054,0.69669855,0.18389386,c-SC-m
0.34986869,0.374963525,0.497519697,1.886216798,0.629576454,0.390137146,0.82141815,0.132627423,0.930904523,0.329734462,0.451998833,0.378858579,0.206030151,1.19005743,0.129576454,2.341406478,0.227604319,0.588853224,0.144113424,0.129576454,0.641085498,0.295302013,0.687773563,0.181791655,c-SC-m
0.323478027,0.292702594,0.693723962,2.40385793,0.494029394,0.371052278,0.845047709,0.184323331,1.061007348,0.355059804,0.497916947,0.465018371,0.152020821,1.330296999,0.128827312,4.283832818,0.295121623,0.768310711,0.175061237,0.128827312,0.439188281,0.28678941,0.883886574,0.191640908,c-SC-m
0.326792041,0.29326792,0.711638049,2.438550501,0.488743254,0.368629054,0.899563914,0.182729375,1.084656901,0.370264377,0.513082584,0.442559753,0.157363146,1.31842714,0.129452583,4.214636141,0.301717089,0.744480785,0.174248265,0.129452583,0.441128373,0.290814936,0.903243391,0.194603434,c-SC-m
0.360960609,0.322887685,0.780348514,2.312559853,0.498121547,0.407673159,0.970420267,0.171860037,1.025930018,0.414409138,0.565236491,0.450755064,0.137384899,1.29252302,0.121767956,4.573729682,0.329037926,0.819739347,0.164788214,0.121767956,0.477522331,0.376921951,0.997657051,0.212476204,c-SC-m
0.316924597,0.284820547,0.666117879,2.463513937,0.532101472,0.349687191,0.777905828,0.180707798,1.145109093,0.369608166,0.464603227,0.448585447,0.155339806,1.376761666,0.129241048,3.928218637,0.286960817,0.714520909,0.174966072,0.129241048,0.426078367,0.285643727,0.83519921,0.193447481,c-SC-m
0.328862479,0.295415959,0.683701188,2.426409619,0.546330846,0.362478778,0.824957555,0.181695688,1.166873964,0.352971138,0.499320883,0.461546434,0.14935738,1.376451078,0.126243781,4.007300509,0.291001698,0.724278438,0.177860697,0.126243781,0.422071307,0.296604414,0.869609508,0.194227504,c-SC-m
0.34387701,0.304294045,0.700653826,2.409794078,0.556910153,0.362961654,0.85209401,0.174674726,1.1522385,0.384520233,0.525357837,0.430386231,0.158795205,1.391455793,0.132670833,4.204099664,0.300759852,0.775402014,0.173855138,0.132670833,0.441067326,0.290687401,0.924368263,0.224597986,c-SC-m
0.309439467,0.27339029,0.624296728,2.479870305,0.552553364,0.31756616,0.763284018,0.171710349,0.997838422,0.304855178,0.437591165,0.472439881,0.166981897,1.363009997,0.127398001,3.595749114,0.26568035,0.686392999,0.175358011,0.127398001,0.412169202,0.306938946,0.815169827,0.188997708,c-SC-m
0.31801589,0.296542839,0.64032639,2.469340585,0.553229096,0.326819841,0.796435473,0.171719918,0.977702243,0.303414215,0.450719347,0.470564242,0.171312033,1.388443236,0.126988443,3.806527808,0.283873738,0.712690573,0.178110129,0.126988443,0.397036719,0.275713979,0.846897144,0.203135065,c-SC-m
0.306528497,0.271295337,0.581554404,2.438566098,0.547841151,0.308186528,0.74507772,0.161913646,1.005197228,0.313782383,0.43357513,0.460421109,0.154984009,1.361807036,0.130063966,3.355233161,0.276476684,0.667357513,0.169509595,0.130063966,0.397720207,0.238963731,0.819274611,0.183212435,c-SC-m
0.344676463,0.3225058,0.688063934,2.402796961,0.551104972,0.367362722,0.826759474,0.150552486,1.094440608,0.295436968,0.471513277,0.5,0.171961326,1.431629834,0.124309392,3.303428719,0.336169116,0.729827275,0.164537293,0.124309392,0.443928848,0.249806651,0.840164991,0.216808456,c-SC-m
0.33715847,0.315300546,0.642896175,2.35855546,0.569045572,0.369945355,0.854371585,0.153568358,1.097678418,0.356010929,0.466666667,0.465864144,0.172141015,1.426311264,0.126569218,3.7,0.311202186,0.744262295,0.172484953,0.126569218,0.471857923,0.264480874,0.896994536,0.233060109,c-SC-m
0.355845485,0.302890765,0.596060373,2.358087487,0.550186504,0.332054234,0.793809158,0.151407257,1.061207189,0.305960604,0.434893835,0.473550356,0.16615802,1.435062733,0.126992201,3.220260936,0.293425428,0.730110003,0.163784334,0.126992201,0.432591456,0.273983116,0.822716807,0.243796367,c-SC-m
0.313719604,0.275893125,0.67367157,2.485186873,0.628076572,0.293905734,0.750225158,0.151549681,1.144940747,0.255178625,0.409486641,0.551731996,0.195533273,1.502278943,0.132862352,3.084959472,0.261483038,0.73521465,0.155651778,0.132862352,0.419693786,0.201140799,0.802761933,0.170819574,c-SC-m
0.300999412,0.264550265,0.68547913,2.390106314,0.605771317,0.32069371,0.749265138,0.146452593,1.091343025,0.257789536,0.420928865,0.51052289,0.18398785,1.434150575,0.125189846,3.014697237,0.253380364,0.782186949,0.150141028,0.125189846,0.424456202,0.209582598,0.761316872,0.167842446,c-SC-m
0.361828332,0.373342638,0.779832519,2.420305677,0.624017467,0.333217027,0.892533147,0.147598253,1.104803493,0.329378925,0.475575715,0.520960699,0.173144105,1.477510917,0.125764192,3.690509421,0.293789253,0.8897418,0.145633188,0.125764192,0.468597348,0.326587579,0.918702024,0.205163992,c-SC-m
0.333649514,0.30187337,0.737016837,2.466987201,0.547843164,0.359497273,0.912852739,0.214803278,1.011715311,0.371591179,0.53355466,0.500914201,0.147558746,1.38464143,0.126565992,4.517785155,0.301991937,0.778989803,0.2090472,0.126565992,0.438226227,0.295470714,0.916646905,0.183424235,c-SC-m
0.339903265,0.307617896,0.747521161,2.459439124,0.52749658,0.357315599,0.883675937,0.216005472,1.009781122,0.376783555,0.539782346,0.512380301,0.1624487,1.392339261,0.126812585,4.586577993,0.3095526,0.774727932,0.204924761,0.126812585,0.459975816,0.309431681,0.970374849,0.184401451,c-SC-m
0.344570617,0.298438609,0.739176721,2.45306775,0.528678969,0.361603974,0.880884788,0.205182866,0.960229165,0.361249113,0.530754672,0.497901539,0.148957431,1.424155619,0.125574579,4.484622664,0.312041637,0.764135321,0.205515955,0.125574579,0.415306364,0.316773125,0.937307783,0.179441684,c-SC-m
0.338220351,0.300769342,0.776745536,2.570999912,0.56279234,0.345187981,0.83147046,0.2025417,1.183037684,0.360139353,0.510378865,0.512399612,0.162386374,1.43950225,0.135204307,4.036434896,0.284801858,0.73203658,0.206071838,0.135204307,0.452460444,0.287850196,0.914065902,0.182174481,c-SC-m
0.339136796,0.302121434,0.776591075,2.525201003,0.557275006,0.368544257,0.823847842,0.200397683,1.108152503,0.366349671,0.506949525,0.513270511,0.167804962,1.443070805,0.130111524,3.802926116,0.292465252,0.755669349,0.191147229,0.130111524,0.44228237,0.284857352,0.866569129,0.177761522,c-SC-m
0.328395752,0.291503633,0.76020123,2.463102601,0.536643226,0.346841811,0.826159866,0.193171228,1.066423791,0.338177753,0.474147568,0.507243921,0.162331611,1.424383631,0.128187749,3.772219117,0.279904975,0.689770822,0.199694993,0.128187749,0.431386249,0.269843488,0.833985467,0.174538849,c-SC-m
0.315343366,0.258951738,0.603355821,2.508875058,0.576994006,0.313267601,0.75177305,0.180152144,1.163785154,0.336446981,0.445251687,0.489280775,0.167819272,1.376901798,0.128169663,3.363950874,0.315343366,0.715793115,0.187067773,0.128169663,0.403390417,0.266735859,0.802975264,0.181110535,c-SC-m
0.316006453,0.276214375,0.630937444,2.451177681,0.543905786,0.310808389,0.774870048,0.177795564,1.16327464,0.310808389,0.460835275,0.486736794,0.168305511,1.397896181,0.124399726,3.684531278,0.282846388,0.731493099,0.185799223,0.124399726,0.402939595,0.242337336,0.869152178,0.179422836,c-SC-m
0.327627026,0.286468767,0.644144964,2.459333409,0.519736094,0.311236569,0.795847751,0.17472415,1.140143328,0.315789474,0.462939355,0.494710499,0.164941417,1.401660789,0.125241724,3.711892187,0.29156802,0.720087416,0.187464452,0.125241724,0.421234748,0.247678019,0.854307048,0.195410672,c-SC-m
0.281285444,0.271455577,0.543667297,2.454661197,0.57476305,0.284120983,0.692627599,0.183760079,1.331730089,0.315689981,0.40831758,0.527373037,0.158721177,1.395812703,0.12618475,2.84952741,0.243856333,0.661058601,0.194652709,0.12618475,0.340453686,0.253497164,0.709073724,0.180718336,c-SC-m
0.322885359,0.273722628,0.614212108,2.400167084,0.568783069,0.321811936,0.770717046,0.189223058,1.275132275,0.324602834,0.46157149,0.495683654,0.176970203,1.418685603,0.123781676,3.044654358,0.331472735,0.742164019,0.193957115,0.123781676,0.382352941,0.253756977,0.774581365,0.196221554,c-SC-m
0.300463548,0.253687316,0.58259587,2.384064951,0.576991881,0.327222925,0.714496418,0.181918261,1.261455897,0.313316477,0.444795617,0.49112426,0.163891565,1.363698913,0.122884271,3.093552465,0.281710914,0.69553308,0.188523462,0.122884271,0.411504425,0.249051833,0.784028656,0.194479562,c-SC-m
0.306308589,0.282999747,0.630352166,2.373602236,0.733626198,0.322016722,0.739295668,0.168929712,1.400758786,0.313655941,0.437800861,0.546325879,0.178714058,1.451677316,0.124001597,2.828477325,0.286546744,0.712946542,0.173921725,0.124001597,0.420572587,0.25842412,0.735495313,0.204965797,c-SC-m
0.340214932,0.310237557,0.700791855,2.349212598,0.719488189,0.356617647,0.864536199,0.167125984,1.362204724,0.370475113,0.498585973,0.538976378,0.199409449,1.386811024,0.126181102,3.060237557,0.367081448,0.74688914,0.179330709,0.126181102,0.501414027,0.294966063,0.82861991,0.240950226,c-SC-m
0.33660738,0.294398726,0.69046987,2.378722571,0.711990596,0.318024954,0.784974781,0.167123824,1.340517241,0.343243961,0.439076188,0.529584639,0.192202194,1.338753918,0.130681818,2.884788957,0.310591983,0.71595434,0.197688088,0.130681818,0.466684364,0.289354924,0.789487656,0.215290682,c-SC-m
0.416228266,0.355060187,0.387873384,1.903537906,0.392057762,0.455639768,0.799108337,0.190661853,1.399614922,0.914578689,0.814979938,0.400048135,0.127990373,1.105222623,0.121155235,5.256263932,0.320285332,0.777084262,0.17179302,0.121155235,0.411591618,0.591618368,0.943825234,0.18724922,c-CS-s
0.442469001,0.377279358,0.411834427,1.987209922,0.394554527,0.473103574,0.866794311,0.190930672,1.41097815,0.956236324,0.840444931,0.398866334,0.145874715,1.093115644,0.125333075,5.534372721,0.331965718,0.806345733,0.177074754,0.125333075,0.418946025,0.58980671,0.975291758,0.192833698,c-CS-s
0.46590389,0.402105263,0.415011442,1.851042102,0.377941791,0.482562929,0.909748284,0.184096922,1.332265701,0.974645309,0.88604119,0.37873091,0.141809404,0.998700274,0.118600009,5.71771167,0.342791762,0.847688787,0.183911247,0.118600009,0.425354691,0.598901602,1.044118993,0.197162471,c-CS-s
0.417149479,0.361529548,0.40023175,1.951827032,0.417941586,0.433371958,0.811819235,0.182766469,1.394424074,0.794090382,0.726998841,0.385510178,0.12251865,1.078644582,0.117713997,4.967323291,0.305446118,0.70764774,0.186117082,0.117713997,0.442757822,0.544843569,0.864774044,0.190961761,c-CS-s
0.421167297,0.373695677,0.384015595,1.942254057,0.418990872,0.439743149,0.809998853,0.181668357,1.366823022,0.800825593,0.730650155,0.385775862,0.137043611,1.04773073,0.124239351,5.070519436,0.306157551,0.705309024,0.190542596,0.124239351,0.422313955,0.512785231,0.864350419,0.188625158,c-CS-s
0.462093436,0.408752218,0.404730928,1.886165049,0.416868932,0.460910704,0.879479598,0.176395631,1.32032767,0.843287995,0.78048492,0.367354369,0.134890777,1.075546117,0.117050971,5.691898285,0.325487877,0.774807806,0.189259709,0.117050971,0.446717918,0.5421644,0.953873448,0.198698995,c-CS-s
0.39225454,0.388879961,0.363972361,1.889267313,0.410182517,0.395629118,0.768600354,0.1629552,1.387826391,0.637473887,0.606138518,0.381189416,0.116933019,1.014234565,0.1074142,4.225132573,0.288446087,0.653704001,0.183390097,0.1074142,0.42134019,0.414108951,0.744978306,0.196207617,c-CS-s
0.414630146,0.401344924,0.38543546,1.860056319,0.383479819,0.427095293,0.794653108,0.162300538,1.357283045,0.70608496,0.627357717,0.374690673,0.138151719,1.035839235,0.115453537,4.41249795,0.308348368,0.67869444,0.181329465,0.115453537,0.443660817,0.444972938,0.777595539,0.199278334,c-CS-s
0.460742751,0.445480753,0.405121248,1.862782739,0.396461063,0.449381041,0.877564863,0.156664719,1.261413905,0.715448533,0.683567916,0.366413488,0.133544779,1.023537267,0.105917703,4.97965067,0.328980838,0.722570799,0.19530924,0.105917703,0.468034594,0.462777684,0.846023402,0.204171613,c-CS-s
0.429109948,0.390366492,0.369005236,1.91636192,0.431756518,0.415287958,0.815706806,0.153828005,1.392473753,0.729424084,0.647748691,0.411348354,0.131768314,1.213400967,0.115017105,3.834764398,0.300942408,0.657591623,0.190633479,0.115017105,0.476439791,0.451308901,0.735497382,0.207748691,c-CS-s
0.443467337,0.409966499,0.40221943,1.958227262,0.429645915,0.427345059,0.831867672,0.156908123,1.347836149,0.72340871,0.637562814,0.410205971,0.145568156,1.173455219,0.110853969,4.029103853,0.302554439,0.667085427,0.184448044,0.110853969,0.486809045,0.46461474,0.746859296,0.210636516,c-CS-s
0.464293238,0.443227301,0.391405098,1.874887993,0.435259857,0.449336423,0.866441963,0.15109767,1.30577957,0.727617443,0.66231304,0.396953405,0.150425627,1.157930108,0.108086918,4.381293448,0.315146408,0.696229197,0.19186828,0.108086918,0.499684011,0.466189172,0.805982726,0.213397936,c-CS-s
0.402419779,0.359547607,0.35770647,1.887424085,0.402162643,0.395581273,0.789584429,0.159235669,1.29728929,0.629668595,0.550762756,0.44985928,0.146200563,1.14086802,0.104873352,3.329037349,0.30378748,0.655970542,0.161605688,0.104873352,0.455286691,0.398474487,0.701735928,0.224355602,c-CS-s
