feature_49,feature_47,feature_18,feature_44,feature_50,feature_2,feature_77,feature_62,feature_12,feature_71,feature_36,feature_9,feature_11,feature_27,feature_8,feature_19,feature_17,feature_45,feature_23,feature_53,feature_32,feature_63,feature_21,feature_31,feature_65,feature_66,feature_7,feature_40,feature_55,feature_75,feature_22,feature_13,feature_73,feature_46,feature_26,feature_14,feature_5,feature_29,feature_43,target
0.229361091,1.116654702,0.800700321,0.132627423,0.71051687,0.451998833,0.930904523,0.265075377,0.269623577,0.129576454,0.82141815,0.168077035,0.329734462,0.201634082,2.833965568,0.392179749,1.151152612,0.843682699,0.163116428,0.144113424,1.466005252,1.249820531,0.266997374,0.390137146,0.206030151,1.19005743,0.181791655,0.34986869,0.155778894,0.229002154,0.333819667,0.259410563,0.378858579,0.128499641,0.888824044,0.233440327,2.341406478,0.44966443,0.503063904,c-SC-m
0.354715248,1.933481323,1.240693455,0.184323331,0.885333742,0.497916947,1.061007348,0.27013166,0.337051472,0.128827312,0.845047709,0.237064911,0.355059804,0.247412982,5.179948932,0.470366886,1.774089504,0.981322719,0.182771133,0.175061237,2.670071227,1.466855481,0.272275232,0.371052278,0.152020821,1.330296999,0.191640908,0.323478027,0.161053276,,0.386104018,0.305335304,0.465018371,0.135257195,1.243112485,0.288939659,4.283832818,0.747077006,0.462169063,c-SC-m
0.352351581,1.870624518,1.217906787,0.182729375,0.895065536,0.513082584,1.084656901,0.275713184,0.343826656,0.129452583,0.899563914,0.2491142,0.370264377,0.253747615,5.318615427,0.458571818,1.850504225,0.970624518,0.186699373,0.174248265,2.683701281,1.412259059,0.275415645,0.368629054,0.157363146,1.31842714,0.194603434,0.326792041,0.160292984,,0.378304715,0.313300627,0.442559753,0.128296068,1.26764786,0.295993459,4.214636141,0.755519215,0.447942219,c-SC-m
0.318453039,1.811786372,1.341045541,0.171860037,0.880883978,0.565236491,1.025930018,0.262025783,0.377507688,0.121767956,0.970420267,0.272074974,0.414409138,0.280421731,5.755893982,0.479133109,2.010543271,0.978047882,0.196807732,0.164788214,2.903353346,1.345856354,0.303265485,0.407673159,0.137384899,1.29252302,0.212476204,0.360960609,0.153222836,,0.400058574,0.336652511,0.450755064,0.12,1.347488651,0.312051545,4.573729682,0.804803046,0.472250696,c-SC-m
0.321119115,1.778264955,1.230490616,0.180707798,0.904165362,0.464603227,1.145109093,0.282284163,0.327461311,0.129241048,0.777905828,0.22818571,0.369608166,0.239380968,4.889529141,0.458182417,1.706124465,0.98444514,0.182746131,0.174966072,2.397760948,1.536068483,0.293546263,0.349687191,0.155339806,1.376761666,0.193447481,0.316924597,0.166510074,,0.369608166,0.300460981,0.448585447,0.144273933,1.187685216,0.292558446,3.928218637,0.71106355,0.444682252,c-SC-m
0.328150912,1.749585406,1.225806452,0.181695688,0.877694859,0.499320883,1.166873964,0.276637645,0.342275042,0.126243781,0.824957555,0.239388795,0.352971138,0.251782683,4.997113752,0.487606112,1.726994907,0.972947761,0.191001698,0.177860697,2.426485569,1.445066335,0.285568761,0.362478778,0.14935738,1.376451078,0.194227504,0.328862479,0.157131012,,0.393718166,0.305602716,0.461546434,0.137023217,1.245670628,0.328692699,4.007300509,0.741426146,0.441086587,c-SC-m
0.306833316,1.726872247,1.278671143,0.174674726,0.882696445,0.525357837,1.1522385,0.262063313,0.357660364,0.132670833,0.85209401,0.262767273,0.384520233,0.259763209,5.31754727,0.488248807,1.845909171,0.9826862,0.189786181,0.173855138,2.53949461,1.449646553,0.305354303,0.362961654,0.158795205,1.391455793,0.224597986,0.34387701,0.161868661,,0.412263651,0.323201979,0.430386231,0.134822252,1.299346174,0.313482948,4.204099664,0.773988337,0.453967132,c-SC-m
0.314509592,1.780599838,1.194832257,0.171710349,0.89610916,0.437591165,0.997838422,0.277222372,0.328193374,0.127398001,0.763284018,0.227964159,0.304855178,0.252135862,4.611585747,0.486351323,1.572619296,0.966090246,0.199208168,0.175358011,2.132944363,1.555660632,0.298812253,0.31756616,0.166981897,1.363009997,0.188997708,0.309439467,0.159011078,,0.383204834,0.29131069,0.472439881,0.150770062,1.136695145,0.297145239,3.595749114,0.707647427,0.490935612,c-SC-m
0.318558804,1.805166553,1.168778183,0.171719918,0.872467709,0.450719347,0.977702243,0.2746431,0.347648701,0.126988443,0.796435473,0.241142366,0.303414215,0.258106077,4.765943741,0.440627013,1.641185312,0.988443236,0.197337342,0.178110129,2.204638179,1.487695445,0.300837449,0.326819841,0.171312033,1.388443236,0.203135065,0.31801589,0.165873555,,0.39746618,0.315868585,0.470564242,0.145207342,1.179299979,0.315439124,3.806527808,0.719132489,0.438264977,c-SC-m
0.3054371,1.730943497,1.129948187,0.161913646,0.855143923,0.43357513,1.005197228,0.257196162,0.334093264,0.130063966,0.74507772,0.237098446,0.313782383,0.268393782,4.596683938,0.434404145,1.529119171,1.007462687,0.193160622,0.169509595,2.142590674,1.471481876,0.28642487,0.308186528,0.154984009,1.361807036,0.183212435,0.306528497,0.162046908,,0.409533679,0.288290155,0.460421109,0.143523454,1.115025907,0.300725389,3.355233161,0.693056995,0.422797927,c-SC-m
0.303522099,1.732907459,1.191286414,0.150552486,0.873791436,0.471513277,1.094440608,0.279350829,0.3387471,0.124309392,0.826759474,0.237947925,0.295436968,0.262438773,4.512761021,0.473060067,1.568445476,0.908667127,0.195668987,0.164537293,2.079917505,1.502935083,0.318381026,0.367362722,0.171961326,1.431629834,0.216808456,0.344676463,0.169198895,,0.415055427,0.302397525,0.5,0.152451657,1.142046919,0.326372776,3.303428719,0.722866718,0.47744264,c-SC-m
0.306448839,1.706964746,1.232513661,0.153568358,0.917798796,0.466666667,1.097678418,0.273774721,0.372677596,0.126569218,0.854371585,0.263661202,0.356010929,0.273497268,4.75273224,0.468852459,1.662295082,0.896646604,0.200546448,0.172484953,2.202185792,1.498366294,0.335245902,0.369945355,0.172141015,1.426311264,0.233060109,0.33715847,0.168357696,,0.42295082,0.337978142,0.465864144,0.148581255,1.239617486,0.354918033,3.7,0.759562842,0.48579235,c-SC-m
0.295015259,1.684130214,1.146073164,0.151407257,0.892845032,0.434893835,1.061207189,0.259070871,0.379892556,0.126992201,0.793809158,0.244563827,0.305960604,0.260936301,4.521105142,0.495523152,1.55282681,0.942861987,0.196725505,0.163784334,2.164236378,1.481010512,0.305193144,0.332054234,0.16615802,1.435062733,0.243796367,0.355845485,0.159206511,,0.434638015,0.298286007,0.473550356,0.14750763,1.162445638,0.36863648,3.220260936,0.717574827,0.444614991,c-SC-m
0.320875114,1.815405652,1.153707595,0.151549681,0.936417502,0.409486641,1.144940747,0.306289881,0.315220654,0.132862352,0.750225158,0.248273792,0.255178625,0.255178625,4.364455119,0.44851396,1.520264185,0.988605287,0.169918943,0.155651778,1.93935755,1.603008204,0.339237466,0.293905734,0.195533273,1.502278943,0.170819574,0.313719604,0.17935278,,0.415190633,0.269588712,0.551731996,0.164083865,1.131191834,0.318823176,3.084959472,0.719303512,0.478534974,c-SC-m
0.303970493,1.754610545,1.121399177,0.146452593,0.898242569,0.420928865,1.091343025,0.29941419,0.33186361,0.125189846,0.749265138,0.278365667,0.257789536,0.249853028,4.345091123,0.480011758,1.430041152,0.970058581,0.157260435,0.150141028,1.917989418,1.537426774,0.30893592,0.32069371,0.18398785,1.434150575,0.167842446,0.300999412,0.167281406,,0.397707231,0.266607878,0.51052289,0.159470601,1.100235156,0.303644915,3.014697237,0.699000588,0.447971781,c-SC-m
0.308296943,1.741266376,1.320655967,0.147598253,0.954366812,0.475575715,1.104803493,0.3069869,0.399860433,0.125764192,0.892533147,0.300418702,0.329378925,0.301116539,5.250174459,0.523726448,1.762037683,0.971615721,0.193998604,0.145633188,2.293091417,1.560480349,0.400558269,0.333217027,0.173144105,1.477510917,0.205163992,0.361828332,0.165720524,,0.474180042,0.318562456,0.520960699,0.152183406,1.315073273,0.35799023,3.690509421,0.833217027,0.532100488,c-SC-m
0.375770299,1.665808898,1.273772824,0.214803278,1.02681655,0.53355466,1.011715311,0.268300941,0.363172872,0.126565992,0.912852739,0.211761916,0.371591179,0.247095091,4.746502253,0.447830211,1.851790372,1.263831516,0.15840645,0.2090472,2.475100783,1.661678066,0.240929571,0.359497273,0.147558746,1.38464143,0.183424235,0.333649514,0.15961265,0.177693506,0.344439175,0.319777093,0.500914201,0.135030812,1.27555134,0.328788238,4.517785155,0.730495613,0.361868627,c-SC-m
0.376812585,1.615458276,1.310399033,0.216005472,1.113543092,0.539782346,1.009781122,0.280506156,0.370374849,0.126812585,0.883675937,0.225513906,0.376783555,0.243893591,4.770858525,0.446070133,1.820918984,1.288166895,0.171342201,0.204924761,2.565900846,1.622777018,0.246916566,0.357315599,0.1624487,1.392339261,0.184401451,0.339903265,0.161354309,0.176880985,0.358162031,0.323095526,0.512380301,0.135567715,1.253083434,0.302055623,4.586577993,0.761668682,0.362636034,c-SC-m
0.359336487,1.582972487,1.319730305,0.205182866,1.234228233,0.530754672,0.960229165,0.26873626,0.365862314,0.125574579,0.880884788,0.231724627,0.361249113,0.240951029,4.813697658,0.438372368,1.764845044,1.256212111,0.177903951,0.205515955,2.474331677,1.570714809,0.249231133,0.361603974,0.148957431,1.424155619,0.179441684,0.344570617,0.156352009,0.176070881,0.341850012,0.315945115,0.497901539,0.134834455,1.284362432,0.30009463,4.484622664,0.747220251,0.353442158,c-SC-m
0.363251258,1.608860648,1.240528379,0.2025417,0.943870797,0.510378865,1.183037684,0.281440297,0.356510379,0.135204307,0.83147046,0.209174046,0.360139353,0.266076354,4.541878357,0.451734649,1.731455944,1.198305533,0.16577152,0.206071838,2.235012339,1.669137764,0.250834664,0.345187981,0.162386374,1.43950225,0.182174481,0.338220351,0.166710793,0.199276322,0.360719988,0.308462767,0.512399612,0.142705851,1.215270721,0.296414574,4.036434896,0.72231093,0.35912324,c-SC-m
0.349528832,1.581914066,1.268324799,0.200397683,1.012016945,0.506949525,1.108152503,0.279847843,0.364155084,0.130111524,0.823847842,0.208339429,0.366349671,0.247256767,4.531236284,0.430577908,1.768836869,1.193740814,0.172640819,0.191147229,2.245208486,1.550445232,0.255157279,0.368544257,0.167804962,1.443070805,0.177761522,0.339136796,0.164001037,0.209821043,0.361228969,0.313972202,0.513270511,0.137114204,1.22809071,0.294513533,3.802926116,0.725384053,0.360643745,c-SC-m
0.340760824,1.551385241,1.209195081,0.193171228,1.065830721,0.474147568,1.066423791,0.267220198,0.345444382,0.128187749,0.826159866,0.201788709,0.338177753,0.233091112,4.286193404,0.403996646,1.638904416,1.20384648,0.157909447,0.199694993,2.133873672,1.467169364,0.23979877,0.346841811,0.162331611,1.424383631,0.174538849,0.328395752,0.159620435,0.185122427,0.335941867,0.302124092,0.507243921,0.134203169,1.182084964,0.278926775,3.772219117,0.684740078,0.340413639,c-SC-m
0.310972799,1.515214385,1.189067635,0.180152144,0.860073767,0.445251687,1.163785154,0.272475795,0.34734475,0.128169663,0.75177305,0.198235599,0.336446981,0.234388514,4.167099118,0.412558381,1.539699014,0.98593822,0.16779104,0.187067773,1.936170213,1.591747349,0.243902439,0.313267601,0.167819272,1.376901798,0.181110535,0.315343366,0.16263255,0.208506224,0.358242519,0.286974572,0.489280775,0.139349931,1.082165715,0.285244767,3.363950874,0.685175575,0.362912991,c-SC-m
0.302538303,1.502972788,1.209356516,0.177795564,0.892522296,0.460835275,1.16327464,0.269380288,0.352213658,0.124399726,0.774870048,0.208460298,0.310808389,0.244846747,4.302921671,0.415486646,1.647786342,1.003887491,0.174045528,0.185799223,1.971141782,1.510404756,0.267252196,0.310808389,0.168305511,1.397896181,0.179422836,0.316006453,0.166819117,0.208095129,0.394156659,0.290553863,0.486736794,0.136176538,1.162036207,0.294855709,3.684531278,0.686502958,0.357590966,c-SC-m
0.294391992,1.512228415,1.248952832,0.17472415,0.986349676,0.462939355,1.140143328,0.265726311,0.360043708,0.125241724,0.795847751,0.229284283,0.315789474,0.252595156,4.424330723,0.405754872,1.691313058,1.081901945,0.194864323,0.187464452,2.008377345,1.413149812,0.255691131,0.311236569,0.164941417,1.401660789,0.195410672,0.327627026,0.159481288,0.214082584,0.371517028,0.306501548,0.494710499,0.140143328,1.173010381,0.298124203,3.711892187,0.702422145,0.354033874,c-SC-m
0.338661763,1.669826001,1.165028355,0.183760079,0.884424954,0.40831758,1.331730089,0.282501061,0.325141777,0.12618475,0.692627599,0.179773157,0.315689981,0.217769376,3.442155009,0.445746692,1.29584121,1.009902391,0.172589792,0.194652709,1.607750473,1.526665724,0.244234405,0.284120983,0.158721177,1.395812703,0.180718336,0.281285444,0.168340642,0.251520724,0.379017013,0.270321361,0.527373037,0.157023624,1.027410208,0.277504726,2.84952741,0.573534972,0.295463138,c-SC-m
0.337231969,1.631300473,1.318162301,0.189223058,0.881230855,0.46157149,1.275132275,0.269980507,0.376771146,0.123781676,0.770717046,0.202662087,0.324602834,0.248604551,3.901889223,0.482825247,1.454701589,0.975912002,0.190425075,0.193957115,1.804422499,1.555973266,0.274151997,0.321811936,0.176970203,1.418685603,0.196221554,0.322885359,0.167919799,0.252993595,0.391799055,0.304422499,0.495683654,0.159008633,1.141906398,0.298196651,3.044654358,0.658651782,0.331043366,c-SC-m
0.312095775,1.632035228,1.295828066,0.181918261,0.832255401,0.444795617,1.261455897,0.27384065,0.330594185,0.122884271,0.714496418,0.198482933,0.313316477,0.251790982,3.821112516,0.450695322,1.416350611,0.937112976,0.195322377,0.188523462,1.731352718,1.527177652,0.274968394,0.327222925,0.163891565,1.363698913,0.194479562,0.300463548,0.168295032,0.250447227,0.377159713,0.30109566,0.49112426,0.146828127,1.12642225,0.294563843,3.093552465,0.641382217,0.322166035,c-SC-m
0.317691693,1.606230032,1.161388396,0.168929712,0.864616613,0.437800861,1.400758786,0.301118211,0.365087408,0.124001597,0.739295668,0.209019508,0.313655941,0.25335698,3.43628072,0.489485685,1.331644287,0.898961661,0.200912085,0.173921725,1.605776539,1.744209265,0.291867241,0.322016722,0.178714058,1.451677316,0.204965797,0.306308589,0.179912141,0.319888179,0.443374715,0.282239676,0.546325879,0.154353035,0.993412719,0.328350646,2.828477325,0.617937674,0.332151001,c-SC-m
0.311614173,1.624409449,1.307975113,0.167125984,0.840354331,0.498585973,1.362204724,0.288976378,0.374151584,0.126181102,0.864536199,0.231052036,0.370475113,0.280542986,3.947115385,0.541006787,1.49688914,0.889173228,0.2239819,0.179330709,1.78591629,1.802559055,0.323529412,0.356617647,0.199409449,1.386811024,0.240950226,0.340214932,0.174015748,0.31515748,0.4375,0.322680995,0.538976378,0.156692913,1.158088235,0.332013575,3.060237557,0.694570136,0.372737557,c-SC-m
0.298197492,1.663009404,1.212370587,0.167123824,0.839733542,0.439076188,1.340517241,0.289184953,0.346960446,0.130681818,0.784974781,0.216617998,0.343243961,0.309795593,3.626227767,0.468277144,1.355189806,0.866575235,0.213166976,0.197688088,1.643217414,1.818573668,0.350146005,0.318024954,0.192202194,1.338753918,0.215290682,0.33660738,0.16653605,0.33718652,0.398725776,0.320679586,0.529584639,0.153996865,1.071144147,0.366870188,2.884788957,0.655694186,0.328112556,c-SC-m
0.428592058,1.661612515,2.590905038,0.190661853,2.264259928,0.814979938,1.399614922,0.316197353,0.382612572,0.121155235,0.799108337,0.265893892,0.914578689,0.26232724,4.163798484,0.475078021,1.892643781,0.904981949,0.191618368,0.17179302,2.708247882,1.598026474,0.500222916,0.455639768,0.127990373,1.105222623,0.18724922,0.416228266,0.156341757,0.135306859,0.36148016,0.429068212,0.400048135,0.169434416,1.419170753,0.294605439,5.256263932,0.855461436,0.331341953,c-CS-s
0.414417906,1.678407054,2.641958425,0.190930672,2.305363112,0.840444931,1.41097815,0.323191706,0.395058352,0.125333075,0.866794311,0.275984683,0.956236324,0.26622903,4.284555069,0.486779723,1.951951131,0.952909258,0.198668855,0.177074754,2.804248724,1.597112543,0.50948213,0.473103574,0.145874715,1.093115644,0.192833698,0.442469001,0.156097088,0.139479676,0.385940919,0.429613421,0.398866334,0.16971077,1.495076586,0.351932896,5.534372721,0.883479212,0.361779723,c-CS-s
0.361648795,1.578563803,2.747459954,0.184096922,2.347212552,0.88604119,1.332265701,0.304089495,0.405583524,0.118600009,0.909748284,0.28228833,0.974645309,0.280366133,4.497665904,0.51597254,1.980778032,0.926147705,0.202105263,0.183911247,2.854828375,1.521700784,0.528237986,0.482562929,0.141809404,0.998700274,0.197162471,0.46590389,0.15503876,0.143155549,0.390938215,0.450800915,0.37873091,0.178248155,1.510480549,0.332723112,5.71771167,0.90416476,0.388649886,c-CS-s
0.389429764,1.950056897,2.353765933,0.182766469,2.000885068,0.726998841,1.394424074,0.301997724,0.369524913,0.117713997,0.811819235,0.240208575,0.794090382,0.264426419,4.576825029,0.524449594,1.738702202,0.814199014,0.188876014,0.186117082,2.526535342,1.516816285,0.472190035,0.433371958,0.12251865,1.078644582,0.190961761,0.417149479,0.158111013,0.141926919,0.376245655,0.402085747,0.385510178,0.16190416,1.434298957,0.302780997,4.967323291,0.806373117,0.445886443,c-CS-s
0.368027383,2.005070994,2.38871689,0.181668357,2.022946247,0.730650155,1.366823022,0.326064909,0.370599702,0.124239351,0.809998853,0.238390093,0.800825593,0.260291251,4.548216948,0.514734549,1.748538012,0.842101927,0.195734434,0.190542596,2.543400986,1.527256592,0.457975003,0.439743149,0.137043611,1.04773073,0.188625158,0.421167297,0.151052231,0.154982252,0.372893017,0.404540764,0.385775862,0.163666329,1.417612659,0.312349501,5.070519436,0.805641555,0.447196422,c-CS-s
0.340109223,1.989199029,2.604021289,0.176395631,2.122876214,0.78048492,1.32032767,0.313956311,0.389000591,0.117050971,0.879479598,0.256061502,0.843287995,0.284092253,4.806978119,0.564754583,1.870963927,0.842536408,0.208988764,0.189259709,2.692726198,1.436650485,0.478888232,0.460910704,0.134890777,1.075546117,0.198698995,0.462093436,0.141504854,0.153216019,0.391247782,0.424364281,0.367354369,0.166686893,1.452276759,0.334476641,5.691898285,0.847191011,0.482791248,c-CS-s
0.347043926,2.169068204,2.548770689,0.1629552,1.736616889,0.606138518,1.387826391,0.274997817,0.356901816,0.1074142,0.768600354,0.224168408,0.637473887,0.259521131,4.127109111,0.541057368,1.5235417,0.751986726,0.195243452,0.183390097,2.196368311,1.437865689,0.443515989,0.395629118,0.116933019,1.014234565,0.196207617,0.39225454,0.149943236,0.147236049,0.372328459,0.379720392,0.381189416,0.164439787,1.272055279,0.306122449,4.225132573,0.739193315,0.598103808,c-CS-s
0.332110248,2.127911938,2.82532393,0.162300538,1.680604147,0.627357717,1.357283045,0.296356344,0.375266525,0.115453537,0.794653108,0.220272265,0.70608496,0.269640807,4.27554535,0.567820239,1.609808102,0.739568223,0.204854847,0.181329465,2.248974906,1.396194215,0.444152862,0.427095293,0.138151719,1.035839235,0.199278334,0.414630146,0.145234235,0.151207441,0.397080531,0.394948335,0.374690673,0.159569929,1.303099885,0.321797605,4.41249795,0.749056913,0.659340659,c-CS-s
0.294967031,2.151489859,3.061387146,0.156664719,1.877723062,0.683567916,1.261413905,0.295217428,0.410547736,0.105917703,0.877564863,0.238256741,0.715448533,0.287434289,4.481939969,0.606579617,1.679667628,0.784241716,0.223842632,0.19530924,2.350856368,1.345547116,0.451585552,0.449381041,0.133544779,1.023537267,0.204171613,0.460742751,0.13705033,0.156497788,0.413769713,0.426318467,0.366413488,0.16367582,1.353400034,0.335763948,4.97965067,0.795997965,0.717144311,c-CS-s
0.355078448,2.462309779,2.261989529,0.153828005,1.682670756,0.647748691,1.392473753,0.294915654,0.353298429,0.115017105,0.815706806,0.222827225,0.729424084,0.269319372,3.866806283,0.523141361,1.462408377,0.712044355,0.216335079,0.190633479,1.999162304,1.44367111,0.466596859,0.415287958,0.131768314,1.213400967,0.207748691,0.429109948,0.148755456,0.153238174,0.392670157,0.381570681,0.411348354,0.167040226,1.308481675,0.320209424,3.834764398,0.724188482,0.451937173,c-CS-s
0.328627632,2.451052997,2.472361809,0.156908123,1.679472344,0.637562814,1.347836149,0.320874798,0.369556114,0.110853969,0.831867672,0.225083752,0.72340871,0.27659129,3.907035176,0.540619765,1.531616415,0.73582504,0.215242881,0.184448044,2.074748744,1.44353159,0.475502513,0.427345059,0.145568156,1.173455219,0.210636516,0.443467337,0.158412405,0.181786623,0.413107203,0.39321608,0.410205971,0.166512381,1.289154104,0.329564489,4.029103853,0.734715243,0.494765494,c-CS-s
0.281025986,2.444780466,2.610069518,0.15109767,1.773297491,0.66231304,1.30577957,0.322692652,0.375816305,0.108086918,0.866441963,0.225405519,0.727617443,0.286707394,3.976195492,0.558247314,1.575310723,0.771841398,0.231093322,0.19186828,2.100695176,1.413082437,0.517590057,0.449336423,0.150425627,1.157930108,0.213397936,0.464293238,0.147401434,0.177867384,0.420054771,0.41394565,0.396953405,0.170922939,1.306720034,0.32462608,4.381293448,0.745523489,0.531072256,c-CS-s
0.341727152,2.619760036,2.404260915,0.159235669,1.498000296,0.550762756,1.29728929,0.302325581,0.362440821,0.104873352,0.789584429,0.238558653,0.629668595,0.2743293,3.678064177,0.531299316,1.374802735,0.658272848,0.207522357,0.161605688,1.860862704,1.39016442,0.450026302,0.395581273,0.146200563,1.14086802,0.224355602,0.402419779,0.153754999,0.176714561,0.420042083,0.368490268,0.44985928,0.159531921,1.246186218,0.324039979,3.329037349,0.704103104,0.510257759,c-CS-s
0.333187836,2.684853776,2.562351701,0.150880256,1.494834861,0.567888215,1.294922159,0.335661283,0.372528342,0.104612251,0.82863169,0.230951753,0.65357237,0.307672027,3.702082784,0.562878988,1.452412339,0.698966972,0.221987872,0.171395315,1.904033746,1.39211407,0.468230952,0.368046401,0.127309763,1.143605412,0.2269971,0.432902716,0.1581551,0.213298414,0.437648299,0.386237806,0.422231922,0.1581551,1.258107039,0.356446085,3.560769839,0.713419457,0.563142631,c-CS-s
0.292109364,2.668791614,2.543276662,0.154271143,1.641167304,0.560793405,1.202861595,0.30599235,0.377640392,0.100864145,0.921432251,0.212004122,0.639876352,0.285419887,3.687789799,0.586553323,1.430448223,0.746423006,0.248068006,0.164187562,1.875579598,1.343816405,0.471406491,0.414477074,0.159654342,1.185295368,0.227717671,0.44384338,0.1359966,0.205978184,0.436115404,0.386398764,0.413372999,0.1586627,1.229005667,0.331014941,3.595054096,0.712004122,0.600463679,c-CS-s
0.527747958,1.657269545,2.107544558,0.212322054,2.264550758,0.719069043,1.7368028,0.32042007,0.321681952,0.125227538,0.764059526,0.224173732,0.504758609,0.258089635,3.518428794,0.485897214,1.881726942,1.169381564,0.169839073,0.209568261,2.650285517,1.884107351,0.340283786,0.416854127,0.134609102,1.109451575,0.171223395,0.42386226,0.176709452,0.149404901,0.356636096,0.397906212,0.578483081,0.185390898,1.514708427,0.290621215,5.321076311,0.875324451,0.307146565,c-CS-s
0.512686894,1.679637656,2.350747566,0.223932207,2.365947499,0.723226704,1.843909804,0.352262212,0.328146732,0.132908002,0.779641864,0.238960362,0.521905424,0.262778164,3.541550765,0.494871349,1.909596662,1.238835046,0.173852573,0.2237861,2.757736439,1.964544879,0.352746871,0.424895688,0.159012322,1.202990308,0.169853964,0.440716273,0.190279063,0.161203916,0.371001391,0.412030598,0.595042127,0.196951249,1.479659249,0.294680111,5.384909597,0.905945758,0.323365786,c-CS-s
0.472581241,1.661973781,2.618828118,0.216072747,2.467549852,0.750731318,1.770310192,0.34961226,0.350146264,0.128738922,0.868185445,0.235971988,0.512188636,0.279319209,3.654995125,0.553940254,2.001684248,1.17475997,0.186242354,0.219534712,2.860827941,1.78517356,0.346157256,0.440386491,0.161327548,1.151957164,0.178264338,0.479833348,0.180345273,0.165158789,0.384629022,0.438702243,0.566746677,0.198809084,1.580799575,0.314688414,5.576101409,0.931123127,0.355199007,c-CS-s
0.480370774,1.974494123,2.084344446,0.199503211,1.959045196,0.589233125,1.763358779,0.32757785,0.30486512,0.127771719,0.733655319,0.194486983,0.430203793,0.255035929,3.230415832,0.49770291,1.699375663,1.066036593,0.16904229,0.20640979,2.389798563,1.786925966,0.318294263,0.383201791,0.141100206,1.146431601,0.187301213,0.405348098,0.178541137,0.16054768,0.342560961,0.372717635,0.55622198,0.175875439,1.412769466,0.276593238,4.605253858,0.777830133,0.480150783,c-CS-s
0.452820982,1.980847819,2.273050908,0.203598658,2.045623666,0.60674024,1.807502287,0.344983227,0.320161386,0.132967368,0.740358372,0.190577904,0.427791622,0.256437641,3.230805743,0.51323128,1.709505162,1.057395547,0.171235315,0.218786215,2.394802421,1.806221409,0.320636051,0.396582414,0.155962184,1.116376944,0.169811321,0.419959653,0.180237877,0.166453187,0.352082592,0.384715794,0.551204636,0.181823727,1.425299632,0.289308176,4.786994185,0.796724813,0.488667379,c-CS-s
0.409777055,1.897875058,2.521489971,0.191767301,2.179052485,0.63061127,1.707094752,0.325708314,0.320916905,0.12854157,0.810410697,0.194842407,0.436962751,0.272206304,3.271489971,0.55265043,1.768147087,1.045111472,0.180993314,0.211797492,2.45391595,1.682710172,0.317215855,0.404847182,0.15524849,1.106072922,0.17669532,0.449379179,0.177136554,0.167614956,0.356614136,0.401504298,0.525836043,0.18474222,1.43982808,0.294531996,5.101838586,0.805276982,0.558500478,c-CS-s
0.420793626,2.211763787,2.045369706,0.170129667,1.655600687,0.544867193,1.760818622,0.305577254,0.322613065,0.116388064,0.697918162,0.182770998,0.39971285,0.254271357,2.883417085,0.48241206,1.560373295,0.90134354,0.170854271,0.19731292,2.112993539,1.564208717,0.330653266,0.362383345,0.139900016,1.134900797,0.173007897,0.382483848,0.156069364,0.169739103,0.342139268,0.373151472,0.511092017,0.165677238,1.366547021,0.266762383,4.232160804,0.730796841,0.466044508,c-CS-s
0.399526645,2.062910368,2.271283635,0.170865781,1.78111162,0.574180268,1.733852497,0.323255459,0.310836642,0.121545274,0.731510072,0.206734304,0.419791207,0.258638436,2.959123658,0.520658727,1.682105573,0.896091006,0.178356124,0.196976638,2.219085429,1.51610933,0.322011469,0.387884135,0.160100779,1.13963964,0.181590943,0.433759741,0.160177126,0.176668194,0.360682253,0.378620791,0.486410139,0.164757978,1.40229378,0.286428466,4.38391413,0.761211587,0.505072783,c-CS-s
0.351051316,2.09241288,2.42327888,0.168872225,1.946184385,0.565781797,1.601308631,0.330833701,0.320303384,0.115791795,0.807176196,0.183634772,0.414089848,0.264294049,2.995186698,0.539964994,1.646441074,0.893250993,0.187427071,0.197029849,2.275525088,1.46743126,0.310822637,0.382292882,0.161667402,1.055580062,0.179696616,0.431592765,0.158947214,0.179679459,0.364206534,0.388273046,0.479782385,0.169680929,1.388273046,0.289235706,4.615665111,0.755688448,0.521732789,c-CS-s
0.436672226,2.086628078,2.082322675,0.154615913,1.927401158,0.489893422,1.793780045,0.274992642,0.299338479,0.10615128,0.660786476,0.177692025,0.427783903,0.257809629,2.499632488,0.469864021,1.398934215,0.731384283,0.192024991,0.192288826,1.755972069,1.366231728,0.333149577,0.365123117,0.124104778,1.186598646,0.178794561,0.356486586,0.153634847,0.152849995,0.332965821,0.359059169,0.461885608,0.160404199,1.337375965,0.266629915,3.166115399,0.678978317,0.362918045,c-CS-s
0.437123977,2.124963014,1.982566248,0.165499556,1.940132163,0.480299861,1.81605681,0.285432488,0.275104603,0.107801558,0.633368201,0.17346583,0.391562064,0.239714086,2.34832636,0.45223152,1.327580195,0.717723641,0.181311018,0.196962225,1.705369596,1.342144196,0.322524407,0.348849372,0.133346484,1.260676595,0.19525802,0.346582985,0.149521649,0.17033238,0.323570432,0.329846583,0.474800276,0.165203669,1.279811715,0.248256625,3.233960948,0.657775453,0.352336123,c-CS-s
